@RELATION aprioriDataset
@attribute transactions numeric
@attribute items numeric
@attribute avg_transaction numeric
@attribute var_transaction numeric
@attribute avg_items numeric
@attribute var_items numeric
@attribute minSup numeric
@attribute minConf numeric
@attribute workers numeric
@attribute time numeric
@data
244,20,73.566296631,134,16.8074699891,31.9303278689,0.3,0.3,1,5610
244,20,73.566296631,134,16.8074699891,31.9303278689,0.3,0.4,1,5237
244,20,73.566296631,134,16.8074699891,31.9303278689,0.3,0.5,1,4721
244,20,73.566296631,134,16.8074699891,31.9303278689,0.4,0.3,1,2832
244,20,73.566296631,134,16.8074699891,31.9303278689,0.4,0.4,1,2734
244,20,73.566296631,134,16.8074699891,31.9303278689,0.4,0.5,1,2698
244,20,73.566296631,134,16.8074699891,31.9303278689,0.5,0.3,1,1900
244,20,73.566296631,134,16.8074699891,31.9303278689,0.5,0.4,1,1855
244,20,73.566296631,134,16.8074699891,31.9303278689,0.5,0.5,1,1879
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.3,0.3,1,1537
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.3,0.4,1,1484
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.3,0.5,1,1498
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.4,0.3,1,1240
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.4,0.4,1,1274
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.4,0.5,1,1220
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.5,0.3,1,1285
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.5,0.4,1,1204
13,14,3.74165738677,7,12.7632052512,20.8461538462,0.5,0.5,1,1186
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.3,0.3,1,1260
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.3,0.4,1,1265
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.3,0.5,1,1274
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.4,0.3,1,1237
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.4,0.4,1,1237
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.4,0.5,1,1364
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.5,0.3,1,1217
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.5,0.4,1,1230
21,13,6.7082039325,11,12.9453762572,22.1904761905,0.5,0.5,1,1219
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.3,0.3,1,4228
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.3,0.4,1,4233
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.3,0.5,1,3766
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.4,0.3,1,2231
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.4,0.4,1,2260
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.4,0.5,1,2297
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.5,0.3,1,1747
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.5,0.4,1,1731
121,20,36.2077339805,66,17.1729173674,32.6363636364,0.5,0.5,1,1752
485,20,145.1034114,263,16.2046960308,31.2350515464,0.3,0.3,1,7528
485,20,145.1034114,263,16.2046960308,31.2350515464,0.3,0.4,1,7081
485,20,145.1034114,263,16.2046960308,31.2350515464,0.3,0.5,1,7168
485,20,145.1034114,263,16.2046960308,31.2350515464,0.4,0.3,1,3789
485,20,145.1034114,263,16.2046960308,31.2350515464,0.4,0.4,1,3839
485,20,145.1034114,263,16.2046960308,31.2350515464,0.4,0.5,1,3600
485,20,145.1034114,263,16.2046960308,31.2350515464,0.5,0.3,1,2397
485,20,145.1034114,263,16.2046960308,31.2350515464,0.5,0.4,1,2408
485,20,145.1034114,263,16.2046960308,31.2350515464,0.5,0.5,1,2412
481,18,165.580795988,256,16.1615762121,31.4615384615,0.3,0.3,1,5463
481,18,165.580795988,256,16.1615762121,31.4615384615,0.3,0.4,1,4848
481,18,165.580795988,256,16.1615762121,31.4615384615,0.3,0.5,1,4565
481,18,165.580795988,256,16.1615762121,31.4615384615,0.4,0.3,1,3044
481,18,165.580795988,256,16.1615762121,31.4615384615,0.4,0.4,1,3085
481,18,165.580795988,256,16.1615762121,31.4615384615,0.4,0.5,1,3170
481,18,165.580795988,256,16.1615762121,31.4615384615,0.5,0.3,1,2177
481,18,165.580795988,256,16.1615762121,31.4615384615,0.5,0.4,1,2134
481,18,165.580795988,256,16.1615762121,31.4615384615,0.5,0.5,1,2089
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.3,0.3,1,1276
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.3,0.4,1,1274
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.3,0.5,1,1294
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.4,0.3,1,1255
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.4,0.4,1,1247
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.4,0.5,1,2357
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.5,0.3,1,1223
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.5,0.4,1,1221
14,11,3.74165738677,8,12.2967143446,21.0714285714,0.5,0.5,1,1260
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.3,0.3,1,1617
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.3,0.4,1,1581
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.3,0.5,1,1569
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.4,0.3,1,1563
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.4,0.4,1,1572
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.4,0.5,1,1743
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.5,0.3,1,1481
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.5,0.4,1,1528
171,18,68.9492567038,77,16.7656157828,32.0877192982,0.5,0.5,1,1510
10,14,3.16227766017,4,11.6858889264,16.8,0.3,0.3,1,1280
10,14,3.16227766017,4,11.6858889264,16.8,0.3,0.4,1,1291
10,14,3.16227766017,4,11.6858889264,16.8,0.3,0.5,1,1308
10,14,3.16227766017,4,11.6858889264,16.8,0.4,0.3,1,1258
10,14,3.16227766017,4,11.6858889264,16.8,0.4,0.4,1,1224
10,14,3.16227766017,4,11.6858889264,16.8,0.4,0.5,1,1237
10,14,3.16227766017,4,11.6858889264,16.8,0.5,0.3,1,1207
10,14,3.16227766017,4,11.6858889264,16.8,0.5,0.4,1,1231
10,14,3.16227766017,4,11.6858889264,16.8,0.5,0.5,1,1198
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.3,0.3,1,2081
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.3,0.4,1,1951
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.3,0.5,1,2118
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.4,0.3,1,1447
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.4,0.4,1,1474
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.4,0.5,1,1510
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.5,0.3,1,1286
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.5,0.4,1,1336
30,20,9.43398113206,15,14.4270194042,28.1666666667,0.5,0.5,1,1387
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.3,0.3,1,2962
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.3,0.4,1,2857
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.3,0.5,1,2922
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.4,0.3,1,1805
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.4,0.4,1,1807
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.4,0.5,1,1796
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.5,0.3,1,1442
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.5,0.4,1,1489
60,20,18.2482875909,32,18.9535323591,32.6166666667,0.5,0.5,1,1463
481,18,193.569109106,216,16.0458638413,30.9896049896,0.3,0.3,1,2162
481,18,193.569109106,216,16.0458638413,30.9896049896,0.3,0.4,1,2129
481,18,193.569109106,216,16.0458638413,30.9896049896,0.3,0.5,1,2181
481,18,193.569109106,216,16.0458638413,30.9896049896,0.4,0.3,1,2044
481,18,193.569109106,216,16.0458638413,30.9896049896,0.4,0.4,1,2114
481,18,193.569109106,216,16.0458638413,30.9896049896,0.4,0.5,1,2081
481,18,193.569109106,216,16.0458638413,30.9896049896,0.5,0.3,1,1980
481,18,193.569109106,216,16.0458638413,30.9896049896,0.5,0.4,1,2066
481,18,193.569109106,216,16.0458638413,30.9896049896,0.5,0.5,1,2178
29,15,8.71779788708,16,16.1883239143,27.724137931,0.3,0.3,1,1502
29,15,8.71779788708,16,16.1883239143,27.724137931,0.3,0.4,1,1475
29,15,8.71779788708,16,16.1883239143,27.724137931,0.3,0.5,1,1448
29,15,8.71779788708,16,16.1883239143,27.724137931,0.4,0.3,1,1323
29,15,8.71779788708,16,16.1883239143,27.724137931,0.4,0.4,1,1344
29,15,8.71779788708,16,16.1883239143,27.724137931,0.4,0.5,1,1388
29,15,8.71779788708,16,16.1883239143,27.724137931,0.5,0.3,1,1268
29,15,8.71779788708,16,16.1883239143,27.724137931,0.5,0.4,1,1252
29,15,8.71779788708,16,16.1883239143,27.724137931,0.5,0.5,1,1282
85,20,25.5538646784,46,18.2576333754,33.0,0.3,0.3,1,3181
85,20,25.5538646784,46,18.2576333754,33.0,0.3,0.4,1,3616
85,20,25.5538646784,46,18.2576333754,33.0,0.3,0.5,1,3037
85,20,25.5538646784,46,18.2576333754,33.0,0.4,0.3,1,1993
85,20,25.5538646784,46,18.2576333754,33.0,0.4,0.4,1,1960
85,20,25.5538646784,46,18.2576333754,33.0,0.4,0.5,1,2009
85,20,25.5538646784,46,18.2576333754,33.0,0.5,0.3,1,1517
85,20,25.5538646784,46,18.2576333754,33.0,0.5,0.4,1,1487
85,20,25.5538646784,46,18.2576333754,33.0,0.5,0.5,1,1493
10,11,2.82842712475,5,11.0855762142,18.1,0.3,0.3,1,1283
10,11,2.82842712475,5,11.0855762142,18.1,0.3,0.4,1,1258
10,11,2.82842712475,5,11.0855762142,18.1,0.3,0.5,1,1265
10,11,2.82842712475,5,11.0855762142,18.1,0.4,0.3,1,1257
10,11,2.82842712475,5,11.0855762142,18.1,0.4,0.4,1,1287
10,11,2.82842712475,5,11.0855762142,18.1,0.4,0.5,1,1244
10,11,2.82842712475,5,11.0855762142,18.1,0.5,0.3,1,1235
10,11,2.82842712475,5,11.0855762142,18.1,0.5,0.4,1,1232
10,11,2.82842712475,5,11.0855762142,18.1,0.5,0.5,1,1257
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.3,0.3,1,1551
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.3,0.4,1,1487
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.3,0.5,1,1454
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.4,0.3,1,1468
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.4,0.4,1,1515
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.4,0.5,1,1558
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.5,0.3,1,1422
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.5,0.4,1,1401
86,18,34.3511280746,38,18.2696474029,32.4302325581,0.5,0.5,1,1372
171,17,56.48893697,97,16.9522611884,32.4269005848,0.3,0.3,1,3139
171,17,56.48893697,97,16.9522611884,32.4269005848,0.3,0.4,1,3114
171,17,56.48893697,97,16.9522611884,32.4269005848,0.3,0.5,1,3041
171,17,56.48893697,97,16.9522611884,32.4269005848,0.4,0.3,1,2585
171,17,56.48893697,97,16.9522611884,32.4269005848,0.4,0.4,1,2707
171,17,56.48893697,97,16.9522611884,32.4269005848,0.4,0.5,1,2850
171,17,56.48893697,97,16.9522611884,32.4269005848,0.5,0.3,1,1689
171,17,56.48893697,97,16.9522611884,32.4269005848,0.5,0.4,1,1735
171,17,56.48893697,97,16.9522611884,32.4269005848,0.5,0.5,1,1635
3,12,0.0,2,12.1928941054,26.0,0.3,0.3,1,6634
3,12,0.0,2,12.1928941054,26.0,0.3,0.4,1,4189
3,12,0.0,2,12.1928941054,26.0,0.3,0.5,1,4231
3,12,0.0,2,12.1928941054,26.0,0.4,0.3,1,1816
3,12,0.0,2,12.1928941054,26.0,0.4,0.4,1,1256
3,12,0.0,2,12.1928941054,26.0,0.4,0.5,1,1250
3,12,0.0,2,12.1928941054,26.0,0.5,0.3,1,1283
3,12,0.0,2,12.1928941054,26.0,0.5,0.4,1,1275
3,12,0.0,2,12.1928941054,26.0,0.5,0.5,1,1260
2,11,0.0,1,5.5,34.5,0.3,0.3,1,4533
2,11,0.0,1,5.5,34.5,0.3,0.4,1,2134
2,11,0.0,1,5.5,34.5,0.3,0.5,1,1570
2,11,0.0,1,5.5,34.5,0.4,0.3,1,1595
2,11,0.0,1,5.5,34.5,0.4,0.4,1,1572
2,11,0.0,1,5.5,34.5,0.4,0.5,1,1603
2,11,0.0,1,5.5,34.5,0.5,0.3,1,1733
2,11,0.0,1,5.5,34.5,0.5,0.4,1,1583
2,11,0.0,1,5.5,34.5,0.5,0.5,1,1572
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.3,0.3,1,1380
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.3,0.4,1,1412
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.3,0.5,1,1358
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.4,0.3,1,1229
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.4,0.4,1,1246
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.4,0.5,1,1218
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.5,0.3,1,1222
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.5,0.4,1,1245
6,14,1.73205080757,3,13.2591687355,21.1666666667,0.5,0.5,1,1261
1,12,0.0,1,0.0,32.0,0.3,0.3,1,2939
1,12,0.0,1,0.0,32.0,0.3,0.4,1,2971
1,12,0.0,1,0.0,32.0,0.3,0.5,1,2921
1,12,0.0,1,0.0,32.0,0.4,0.3,1,3044
1,12,0.0,1,0.0,32.0,0.4,0.4,1,3300
1,12,0.0,1,0.0,32.0,0.4,0.5,1,2929
1,12,0.0,1,0.0,32.0,0.5,0.3,1,2959
1,12,0.0,1,0.0,32.0,0.5,0.4,1,2891
1,12,0.0,1,0.0,32.0,0.5,0.5,1,3611
4,16,1.0,2,11.2249721603,25.0,0.3,0.3,1,1712
4,16,1.0,2,11.2249721603,25.0,0.3,0.4,1,1712
4,16,1.0,2,11.2249721603,25.0,0.3,0.5,1,1685
4,16,1.0,2,11.2249721603,25.0,0.4,0.3,1,1729
4,16,1.0,2,11.2249721603,25.0,0.4,0.4,1,1713
4,16,1.0,2,11.2249721603,25.0,0.4,0.5,1,1809
4,16,1.0,2,11.2249721603,25.0,0.5,0.3,1,1717
4,16,1.0,2,11.2249721603,25.0,0.5,0.4,1,1756
4,16,1.0,2,11.2249721603,25.0,0.5,0.5,1,1786
20,14,5.56776436283,11,13.3244136832,22.4,0.3,0.3,1,1475
20,14,5.56776436283,11,13.3244136832,22.4,0.3,0.4,1,1681
20,14,5.56776436283,11,13.3244136832,22.4,0.3,0.5,1,1434
20,14,5.56776436283,11,13.3244136832,22.4,0.4,0.3,1,1281
20,14,5.56776436283,11,13.3244136832,22.4,0.4,0.4,1,1289
20,14,5.56776436283,11,13.3244136832,22.4,0.4,0.5,1,1289
20,14,5.56776436283,11,13.3244136832,22.4,0.5,0.3,1,1237
20,14,5.56776436283,11,13.3244136832,22.4,0.5,0.4,1,1229
20,14,5.56776436283,11,13.3244136832,22.4,0.5,0.5,1,1235
30,15,10.9087121146,15,15.9616206362,27.4,0.3,0.3,1,1431
30,15,10.9087121146,15,15.9616206362,27.4,0.3,0.4,1,2046
30,15,10.9087121146,15,15.9616206362,27.4,0.3,0.5,1,1376
30,15,10.9087121146,15,15.9616206362,27.4,0.4,0.3,1,1308
30,15,10.9087121146,15,15.9616206362,27.4,0.4,0.4,1,1393
30,15,10.9087121146,15,15.9616206362,27.4,0.4,0.5,1,1347
30,15,10.9087121146,15,15.9616206362,27.4,0.5,0.3,1,1314
30,15,10.9087121146,15,15.9616206362,27.4,0.5,0.4,1,1284
30,15,10.9087121146,15,15.9616206362,27.4,0.5,0.5,1,1290
86,17,28.5657137142,47,18.6564721608,32.5,0.3,0.3,1,2704
86,17,28.5657137142,47,18.6564721608,32.5,0.3,0.4,1,2473
86,17,28.5657137142,47,18.6564721608,32.5,0.3,0.5,1,2383
86,17,28.5657137142,47,18.6564721608,32.5,0.4,0.3,1,1681
86,17,28.5657137142,47,18.6564721608,32.5,0.4,0.4,1,1551
86,17,28.5657137142,47,18.6564721608,32.5,0.4,0.5,1,1635
86,17,28.5657137142,47,18.6564721608,32.5,0.5,0.3,1,1507
86,17,28.5657137142,47,18.6564721608,32.5,0.5,0.4,1,1513
86,17,28.5657137142,47,18.6564721608,32.5,0.5,0.5,1,1459
1,10,0.0,1,0.0,29.0,0.3,0.3,1,1420
1,10,0.0,1,0.0,29.0,0.3,0.4,1,1461
1,10,0.0,1,0.0,29.0,0.3,0.5,1,1456
1,10,0.0,1,0.0,29.0,0.4,0.3,1,1432
1,10,0.0,1,0.0,29.0,0.4,0.4,1,1438
1,10,0.0,1,0.0,29.0,0.4,0.5,1,1405
1,10,0.0,1,0.0,29.0,0.5,0.3,1,1417
1,10,0.0,1,0.0,29.0,0.5,0.4,1,2081
1,10,0.0,1,0.0,29.0,0.5,0.5,1,1407
4,13,1.0,2,13.1244047484,21.5,0.3,0.3,1,1232
4,13,1.0,2,13.1244047484,21.5,0.3,0.4,1,1881
4,13,1.0,2,13.1244047484,21.5,0.3,0.5,1,1257
4,13,1.0,2,13.1244047484,21.5,0.4,0.3,1,1261
4,13,1.0,2,13.1244047484,21.5,0.4,0.4,1,1262
4,13,1.0,2,13.1244047484,21.5,0.4,0.5,1,1265
4,13,1.0,2,13.1244047484,21.5,0.5,0.3,1,1263
4,13,1.0,2,13.1244047484,21.5,0.5,0.4,1,1238
4,13,1.0,2,13.1244047484,21.5,0.5,0.5,1,1300
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.3,0.3,1,3260
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.3,0.4,1,2642
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.3,0.5,1,2529
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.4,0.3,1,1683
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.4,0.4,1,1634
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.4,0.5,1,1597
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.5,0.3,1,1398
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.5,0.4,1,1402
42,20,12.7671453348,22,16.7288635383,30.9523809524,0.5,0.5,1,1401
42,17,15.9687194227,19,17.9005187475,30.0,0.3,0.3,1,1454
42,17,15.9687194227,19,17.9005187475,30.0,0.3,0.4,1,1442
42,17,15.9687194227,19,17.9005187475,30.0,0.3,0.5,1,1391
42,17,15.9687194227,19,17.9005187475,30.0,0.4,0.3,1,1434
42,17,15.9687194227,19,17.9005187475,30.0,0.4,0.4,1,1333
42,17,15.9687194227,19,17.9005187475,30.0,0.4,0.5,1,1346
42,17,15.9687194227,19,17.9005187475,30.0,0.5,0.3,1,1311
42,17,15.9687194227,19,17.9005187475,30.0,0.5,0.4,1,1286
42,17,15.9687194227,19,17.9005187475,30.0,0.5,0.5,1,1293
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.3,0.3,1,1483
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.3,0.4,1,1441
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.3,0.5,1,1472
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.4,0.3,1,1400
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.4,0.4,1,1469
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.4,0.5,1,1396
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.5,0.3,1,1340
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.5,0.4,1,1394
61,17,23.5372045919,28,19.3394131182,31.2295081967,0.5,0.5,1,1370
678,21,213.236957397,346,16.3081478033,30.8510324484,0.3,0.3,1,7267
678,21,213.236957397,346,16.3081478033,30.8510324484,0.3,0.4,1,7310
678,21,213.236957397,346,16.3081478033,30.8510324484,0.3,0.5,1,7448
678,21,213.236957397,346,16.3081478033,30.8510324484,0.4,0.3,1,4098
678,21,213.236957397,346,16.3081478033,30.8510324484,0.4,0.4,1,4845
678,21,213.236957397,346,16.3081478033,30.8510324484,0.4,0.5,1,4322
678,21,213.236957397,346,16.3081478033,30.8510324484,0.5,0.3,1,2755
678,21,213.236957397,346,16.3081478033,30.8510324484,0.5,0.4,1,2742
678,21,213.236957397,346,16.3081478033,30.8510324484,0.5,0.5,1,2747
42,16,13.5646599663,23,18.046755225,29.9285714286,0.3,0.3,1,1796
42,16,13.5646599663,23,18.046755225,29.9285714286,0.3,0.4,1,1767
42,16,13.5646599663,23,18.046755225,29.9285714286,0.3,0.5,1,1667
42,16,13.5646599663,23,18.046755225,29.9285714286,0.4,0.3,1,1378
42,16,13.5646599663,23,18.046755225,29.9285714286,0.4,0.4,1,1336
42,16,13.5646599663,23,18.046755225,29.9285714286,0.4,0.5,1,1326
42,16,13.5646599663,23,18.046755225,29.9285714286,0.5,0.3,1,1284
42,16,13.5646599663,23,18.046755225,29.9285714286,0.5,0.4,1,1323
42,16,13.5646599663,23,18.046755225,29.9285714286,0.5,0.5,1,1319
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.3,0.3,1,1605
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.3,0.4,1,1626
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.3,0.5,1,1564
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.4,0.3,1,1640
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.4,0.4,1,1636
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.4,0.5,1,1539
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.5,0.3,1,1451
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.5,0.4,1,1442
121,18,49.0815647672,55,17.0403603708,32.1983471074,0.5,0.5,1,1908
4,11,1.0,2,14.6372811683,20.5,0.3,0.3,1,1241
4,11,1.0,2,14.6372811683,20.5,0.3,0.4,1,1265
4,11,1.0,2,14.6372811683,20.5,0.3,0.5,1,1272
4,11,1.0,2,14.6372811683,20.5,0.4,0.3,1,1307
4,11,1.0,2,14.6372811683,20.5,0.4,0.4,1,1277
4,11,1.0,2,14.6372811683,20.5,0.4,0.5,1,1277
4,11,1.0,2,14.6372811683,20.5,0.5,0.3,1,1259
4,11,1.0,2,14.6372811683,20.5,0.5,0.4,1,1293
4,11,1.0,2,14.6372811683,20.5,0.5,0.5,1,1266
61,16,19.2353840617,35,19.528368136,31.7704918033,0.3,0.3,1,2100
61,16,19.2353840617,35,19.528368136,31.7704918033,0.3,0.4,1,2037
61,16,19.2353840617,35,19.528368136,31.7704918033,0.3,0.5,1,2112
61,16,19.2353840617,35,19.528368136,31.7704918033,0.4,0.3,1,1452
61,16,19.2353840617,35,19.528368136,31.7704918033,0.4,0.4,1,1457
61,16,19.2353840617,35,19.528368136,31.7704918033,0.4,0.5,1,1441
61,16,19.2353840617,35,19.528368136,31.7704918033,0.5,0.3,1,1343
61,16,19.2353840617,35,19.528368136,31.7704918033,0.5,0.4,1,1325
61,16,19.2353840617,35,19.528368136,31.7704918033,0.5,0.5,1,1367
339,18,136.488094719,152,16.1230794182,30.9292035398,0.3,0.3,1,2065
339,18,136.488094719,152,16.1230794182,30.9292035398,0.3,0.4,1,2356
339,18,136.488094719,152,16.1230794182,30.9292035398,0.3,0.5,1,1982
339,18,136.488094719,152,16.1230794182,30.9292035398,0.4,0.3,1,1877
339,18,136.488094719,152,16.1230794182,30.9292035398,0.4,0.4,1,2034
339,18,136.488094719,152,16.1230794182,30.9292035398,0.4,0.5,1,1872
339,18,136.488094719,152,16.1230794182,30.9292035398,0.5,0.3,1,1822
339,18,136.488094719,152,16.1230794182,30.9292035398,0.5,0.4,1,1812
339,18,136.488094719,152,16.1230794182,30.9292035398,0.5,0.5,1,2050
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.3,0.3,1,5353
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.3,0.4,1,4768
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.3,0.5,1,4703
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.4,0.3,1,2604
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.4,0.4,1,2618
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.4,0.5,1,2673
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.5,0.3,1,1850
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.5,0.4,1,1801
172,20,51.6139516023,94,16.9161869926,32.3488372093,0.5,0.5,1,1789
338,17,110.905365064,191,16.1823850575,31.4585798817,0.3,0.3,1,3945
338,17,110.905365064,191,16.1823850575,31.4585798817,0.3,0.4,1,3862
338,17,110.905365064,191,16.1823850575,31.4585798817,0.3,0.5,1,3802
338,17,110.905365064,191,16.1823850575,31.4585798817,0.4,0.3,1,2994
338,17,110.905365064,191,16.1823850575,31.4585798817,0.4,0.4,1,3020
