@RELATION aprioriDataset
@attribute transactions numeric
@attribute items numeric
@attribute avg_transaction numeric
@attribute var_transaction numeric
@attribute avg_items numeric
@attribute var_items numeric
@attribute mediana_pca numeric
@attribute max_pca numeric
@attribute var_pca numeric
@attribute avg_pca numeric
@attribute minSup numeric
@attribute minConf numeric
@attribute workers numeric
@attribute time numeric
@data
725,20,264.44,337.0,16.14,30.64,10.0,1.0,10.94,7.25,0.3,0.7,2,3271
725,20,264.44,337.0,16.14,30.64,10.0,1.0,10.94,7.25,0.3,0.7,4,3485
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.1,1,3033
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.1,2,2897
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.1,4,2859
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.4,1,3028
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.4,2,2816
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.4,4,2798
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.7,1,3085
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.7,2,2753
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.1,0.7,4,2756
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.1,1,1810
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.1,2,1755
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.1,4,1772
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.4,1,1770
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.4,2,1744
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.4,4,1751
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.7,1,1753
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.7,2,1693
726,19,293.99,311.0,16.02,30.68,8.0,1.0,19.51,7.26,0.3,0.7,4,1719
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.1,1,19438
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.1,2,15457
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.1,4,14786
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.4,1,16257
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.4,2,12768
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.4,4,12964
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.7,1,14270
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.7,2,10667
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.1,0.7,4,11422
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.1,1,4710
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.1,2,4038
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.1,4,4265
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.4,1,4689
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.4,2,3859
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.4,4,4423
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.7,1,4705
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.7,2,3790
727,19,262.59,361.0,16.03,31.05,11.5,1.0,10.07,7.27,0.3,0.7,4,4046
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.1,1,20057
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.1,2,14688
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.1,4,14733
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.4,1,15422
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.4,2,11890
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.4,4,12291
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.7,1,15876
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.7,2,11866
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.1,0.7,4,10547
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.1,1,4361
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.1,2,3580
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.1,4,3868
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.4,1,4576
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.4,2,3581
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.4,4,3725
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.7,1,4377
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.7,2,3675
728,20,269.38,343.0,16.11,30.76,12.0,2.0,9.82,7.28,0.3,0.7,4,3659
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.1,1,2285
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.1,2,2225
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.1,4,2321
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.4,1,2312
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.4,2,2278
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.4,4,2317
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.7,1,2201
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.7,2,2104
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.1,0.7,4,2136
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.1,1,1745
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.1,2,1808
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.1,4,1774
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.4,1,1776
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.4,2,1745
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.4,4,1773
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.7,1,1714
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.7,2,1815
732,19,298.95,313.0,16.18,30.59,9.0,1.0,19.62,7.32,0.3,0.7,4,1808
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.1,1,21202
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.1,2,13564
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.1,4,14569
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.4,1,15770
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.4,2,13581
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.4,4,12565
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.7,1,14372
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.7,2,10811
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.1,0.7,4,10994
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.1,1,5003
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.1,2,3644
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.1,4,4578
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.4,1,4716
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.4,2,3876
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.4,4,4137
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.7,1,4604
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.7,2,3727
734,20,266.1,343.0,16.15,30.85,13.0,1.0,9.97,7.34,0.3,0.7,4,3911
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.1,1,64908
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.1,2,46187
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.1,4,46846
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.4,1,59202
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.4,2,41082
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.4,4,42284
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.7,1,55958
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.7,2,38518
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.1,0.7,4,40575
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.1,1,7510
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.1,2,5548
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.1,4,5839
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.4,1,7833
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.4,2,5328
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.4,4,5945
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.7,1,7109
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.7,2,5480
734,21,233.4,373.0,16.17,30.59,11.5,1.0,9.37,7.34,0.3,0.7,4,6204
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.1,1,2385
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.1,2,2041
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.1,4,2209
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.4,1,2192
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.4,2,2141
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.4,4,2248
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.7,1,2229
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.7,2,2134
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.1,0.7,4,2192
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.1,1,1782
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.1,2,1744
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.1,4,1736
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.4,1,1817
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.4,2,1803
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.4,4,1756
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.7,1,1784
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.7,2,1686
728,20,296.1,294.0,16.07,30.72,7.0,1.0,28.32,7.28,0.3,0.7,4,1745
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.1,1,21247
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.1,2,17196
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.1,4,17618
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.4,1,18096
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.4,2,14327
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.4,4,15179
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.7,1,15879
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.7,2,13195
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.1,0.7,4,13083
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.1,1,4405
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.1,2,3562
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.1,4,3881
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.4,1,4351
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.4,2,3603
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.4,4,3844
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.7,1,4373
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.7,2,3528
742,20,270.09,348.0,16.17,30.51,11.5,1.0,10.5,7.42,0.3,0.7,4,3721
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.1,1,75949
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.1,2,53671
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.1,4,53950
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.4,1,68214
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.4,2,48056
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.4,4,50137
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.7,1,67868
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.7,2,42495
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.1,0.7,4,44530
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.1,1,8772
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.1,2,8498
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.1,4,6951
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.4,1,8118
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.4,2,5537
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.4,4,5911
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.7,1,7533
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.7,2,5449
724,21,229.92,374.0,15.99,31.15,10.0,1.0,9.03,7.24,0.3,0.7,4,5614
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.1,1,71499
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.1,2,50751
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.1,4,53313
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.4,1,64199
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.4,2,44959
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.4,4,47090
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.7,1,59100
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.7,2,40440
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.1,0.7,4,45091
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.1,1,7833
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.1,2,6430
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.1,4,6585
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.4,1,7736
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.4,2,5711
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.4,4,6962
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.7,1,7866
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.7,2,5627
720,21,231.29,367.0,16.17,30.87,12.5,1.0,9.07,7.2,0.3,0.7,4,5896
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.1,1,16884
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.1,2,13276
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.1,4,13956
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.4,1,15219
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.4,2,11895
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.4,4,12419
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.7,1,13945
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.7,2,10070
