@RELATION aprioriDataset
@attribute transactions numeric
@attribute items numeric
@attribute avg_transaction numeric
@attribute var_transaction numeric
@attribute avg_items numeric
@attribute var_items numeric
@attribute mediana_pca numeric
@attribute min_pca numeric
@attribute max_pca numeric
@attribute var_pca numeric
@attribute avg_pca numeric
@attribute minSup numeric
@attribute minConf numeric
@attribute workers numeric
@attribute time numeric
@data
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.5,0.5,3,1245
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.5,0.7,1,1208
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.5,0.7,2,1234
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.5,0.7,3,1186
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.1,1,1188
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.1,2,1184
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.1,3,1196
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.3,1,1206
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.3,2,1184
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.3,3,1190
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.5,1,1180
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.5,2,1206
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.5,3,1310
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.7,1,1220
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.7,2,1256
10,18,3.0,4,9.80866963456,20.3,1.0,1.0,1.0,0.301511344578,0.1,0.7,0.7,3,1220
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.1,1,20457
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.1,2,20411
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.1,3,20778
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.3,1,19555
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.3,2,19167
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.3,3,20718
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.5,1,17020
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.5,2,17685
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.5,3,17423
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.7,1,15810
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.7,2,16226
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.1,0.7,3,16223
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.1,1,5692
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.1,2,5850
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.1,3,5767
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.3,1,5744
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.3,2,5799
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.3,3,5723
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.5,1,5498
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.5,2,5894
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.5,3,5780
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.7,1,5713
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.7,2,5773
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.3,0.7,3,5692
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.1,1,2383
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.1,2,2417
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.1,3,2448
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.3,1,2436
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.3,2,2393
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.3,3,2444
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.5,1,2676
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.5,2,2499
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.5,3,2463
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.7,1,2401
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.7,2,2326
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.5,0.7,3,2461
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.1,1,1506
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.1,2,1552
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.1,3,1492
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.3,1,1431
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.3,2,1436
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.3,3,1518
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.5,1,1393
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.5,2,1453
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.5,3,1502
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.7,1,1408
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.7,2,1436
679,20,247.554034506,325,16.2094206455,31.1531664212,11.0,38.0,1.0,9.53069999655,6.79,0.7,0.7,3,1436
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.1,1,1747
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.1,2,1519
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.1,3,1536
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.3,1,1518
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.3,2,1556
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.3,3,1515
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.5,1,1548
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.5,2,1555
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.5,3,1541
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.7,1,1405
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.7,2,1497
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.1,0.7,3,1410
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.1,1,1676
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.1,2,1511
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.1,3,1552
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.3,1,1595
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.3,2,1524
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.3,3,1506
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.5,1,1523
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.5,2,1523
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.5,3,1514
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.7,1,1408
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.7,2,1475
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.3,0.7,3,1530
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.1,1,1548
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.1,2,1531
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.1,3,1546
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.3,1,1676
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.3,2,1515
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.3,3,1537
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.5,1,1519
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.5,2,1538
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.5,3,1505
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.7,1,1429
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.7,2,1430
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.5,0.7,3,1453
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.1,1,1264
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.1,2,1229
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.1,3,1286
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.3,1,1441
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.3,2,1252
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.3,3,1226
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.5,1,1250
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.5,2,1314
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.5,3,1222
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.7,1,1239
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.7,2,1268
2,11,0.0,1,5.5,34.5,1.0,1.0,1.0,0.140705294136,0.02,0.7,0.7,3,1611
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.1,1,122442
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.1,2,59859
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.1,3,119815
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.3,1,53332
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.3,2,752237
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.3,3,57135
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.5,1,44961
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.5,2,47034
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.5,3,48424
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.7,1,40745
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.7,2,43767
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.1,0.7,3,44674
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.1,1,5003
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.1,2,4926
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.1,3,5110
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.3,1,5005
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.3,2,5107
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.3,3,5006
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.5,1,4906
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.5,2,5488
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.5,3,4980
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.7,1,4784
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.7,2,4821
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.3,0.7,3,5147
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.1,1,1904
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.1,2,1947
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.1,3,1945
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.3,1,1935
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.3,2,1946
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.3,3,1965
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.5,1,1939
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.5,2,1977
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.5,3,1908
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.7,1,1957
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.7,2,1944
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.5,0.7,3,1921
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.1,1,1252
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.1,2,1345
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.1,3,1398
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.3,1,1332
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.3,2,1269
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.3,3,1378
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.5,1,1399
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.5,2,1415
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.5,3,1382
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.7,1,1348
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.7,2,1358
244,20,73.566296631,134,16.8074699891,31.9303278689,4.0,13.0,1.0,3.06930058166,2.44,0.7,0.7,3,1379
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.1,1,3099
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.1,2,2885
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.1,3,2892
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.3,1,2821
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.3,2,2889
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.3,3,3020
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.5,1,2710
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.5,2,2618
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.5,3,2649
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.7,1,2290
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.7,2,2364
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.1,0.7,3,2539
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.1,1,1574
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.1,2,1513
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.1,3,1476
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.3,1,1461
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.3,2,1438
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.3,3,1522
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.5,1,1449
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.5,2,1480
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.5,3,1476
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.7,1,1413
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.7,2,1496
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.3,0.7,3,1475
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.1,1,1256
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.1,2,1267
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.1,3,1227
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.3,1,1218
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.3,2,1163
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.3,3,1258
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.5,1,1201
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.5,2,1194
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.5,3,1210
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.7,1,1193
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.7,2,1257
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.5,0.7,3,1233
13,14,3.74165738677,7,12.7632052512,20.8461538462,1.0,2.0,1.0,0.366666666667,0.13,0.7,0.1,1,1236
